DBN,Number of Test Takers,NUMBER OF CLASSES.max,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,NUMBER OF CLASSES.min,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,NUMBER OF CLASSES.mean,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL GRADE,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 ENVIRONMENT GRADE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PERFORMANCE GRADE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 PROGRESS GRADE,2009-2010 ADDITIONAL CREDIT,2008-09 PROGRESS REPORT GRADE,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg)
M292,31,9.0,210.0,29.3,28.0,34.0,1.0,9.0,9.0,9.0,9.0,2.9411764705882355,61.38235294117647,19.158823529411762,16.264705882352942,22.41176470588235,12.7,1.0,2.16,D,40.0,5.0,F,13.3,C,21.7,F,0.0,B,11,4,0.36,7,0.64,0,0,11,100,0,1,0.09,0,0.0,4,0.36,6,0.55,0,0.0,0,0.0,0,0.0,11,100,0,0.0,11,1.0,0,0.0,0,0,11,100,0,0.0,11,1.0,0,0,11,100,91.18,12367
M448,60,11.0,283.0,32.5,32.0,34.0,1.0,22.0,15.5,10.0,16.0,3.7096774193548385,81.87096774193549,22.906451612903222,18.870967741935484,27.032258064516128,13.2,1.0,2.24,C,47.8,5.2,F,11.4,D,31.2,C,0.0,D,11,4,0.36,7,0.64,0,0,11,100,0,1,0.09,0,0.0,4,0.36,6,0.55,0,0.0,0,0.0,0,0.0,11,100,0,0.0,11,1.0,0,0.0,0,0,11,100,0,0.0,11,1.0,0,0,11,100,91.18,12367
M450,69,9.0,172.0,28.0,28.0,28.0,1.0,6.0,6.0,6.0,6.0,3.026315789473684,54.71052631578947,18.773684210526312,17.55263157894737,20.0,12.6,1.0,2.42,A,84.0,13.5,A,22.6,A,38.9,B,9.0,A,11,4,0.36,7,0.64,0,0,11,100,0,1,0.09,0,0.0,4,0.36,6,0.55,0,0.0,0,0.0,0,0.0,11,100,0,0.0,11,1.0,0,0.0,0,0,11,100,0,0.0,11,1.0,0,0,11,100,91.18,12367
M539,47,15.0,393.0,31.5,31.0,34.0,1.0,10.0,10.0,10.0,10.0,6.65625,158.4375,23.287499999999994,18.65625,26.34375,17.0,1.0,3.55,B,67.2,8.1,C,23.7,A,35.4,B,0.0,A,11,4,0.36,7,0.64,0,0,11,100,0,1,0.09,0,0.0,4,0.36,6,0.55,0,0.0,0,0.0,0,0.0,11,100,0,0.0,11,1.0,0,0.0,0,0,11,100,0,0.0,11,1.0,0,0,11,100,91.18,12367
M696,138,20.0,400.0,22.5,22.0,24.0,1.0,18.0,17.7,13.0,18.0,8.538461538461538,166.46153846153845,19.47692307692308,16.076923076923077,21.692307692307693,15.4,1.0,3.81,B,60.9,11.4,A,16.5,B,33.0,C,0.0,B,11,4,0.36,7,0.64,0,0,11,100,0,1,0.09,0,0.0,4,0.36,6,0.55,0,0.0,0,0.0,0,0.0,11,100,0,0.0,11,1.0,0,0.0,0,0,11,100,0,0.0,11,1.0,0,0,11,100,91.18,12367
M047,11,3.0,45.0,23.0,23.0,23.0,1.0,12.0,11.5,11.0,12.0,1.4166666666666667,22.083333333333332,15.820833333333333,15.5,16.166666666666668,,2.0,1.67,A,76.6,11.1,A,15.6,B,49.9,A,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M288,50,8.0,166.0,33.0,33.0,33.0,1.0,12.0,12.0,11.0,12.0,2.5925925925925926,58.7037037037037,23.48888888888889,21.40740740740741,25.85185185185185,13.0,2.0,2.44,A,83.9,9.7,B,21.3,A,43.9,A,9.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M294,51,10.0,183.0,19.7,18.0,25.0,1.0,10.0,10.0,10.0,10.0,3.1875,50.4375,14.825,12.5625,17.3125,12.0,2.0,2.28,A,84.2,11.8,A,23.0,A,43.4,A,6.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M296,43,8.0,226.0,30.0,30.0,32.0,1.0,11.0,11.0,11.0,11.0,3.5652173913043477,86.65217391304348,23.691304347826087,19.565217391304348,26.73913043478261,14.5,2.0,2.28,A,85.3,10.2,B,20.7,A,52.9,A,1.5,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M298,71,5.0,111.0,33.0,33.0,33.0,1.0,16.0,14.8,10.0,16.0,2.576923076923077,59.96153846153846,23.684615384615384,20.807692307692307,25.76923076923077,15.2,2.0,2.82,A,90.9,10.2,B,21.5,A,47.2,A,12.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M300,49,7.0,160.0,28.0,27.0,31.0,1.0,13.0,13.0,10.0,13.0,2.3333333333333335,50.6,21.146666666666665,18.766666666666666,23.433333333333334,14.5,2.0,2.5,B,66.7,10.8,A,16.2,B,38.2,B,1.5,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M303,59,12.0,282.0,27.0,23.0,37.0,1.0,23.0,16.0,11.0,21.0,3.590909090909091,76.54545454545455,21.150000000000002,16.772727272727273,25.363636363636363,10.8,2.0,2.16,B,64.5,10.6,A,15.4,B,34.0,C,4.5,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M305,48,6.0,128.0,32.0,32.0,32.0,1.0,13.0,13.0,12.0,13.0,2.607142857142857,54.107142857142854,21.032142857142862,18.928571428571427,23.25,12.9,2.0,2.52,B,58.3,8.3,C,15.9,B,34.1,C,0.0,B,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M308,35,15.0,180.0,30.0,30.0,30.0,1.0,14.0,12.0,10.0,14.0,2.7241379310344827,59.172413793103445,24.3,22.96551724137931,25.448275862068964,13.5,2.0,2.22,A,86.2,10.7,A,17.7,A,51.8,A,6.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M316,52,8.0,200.0,33.0,33.0,33.0,1.0,24.0,18.3,12.0,20.0,2.9130434782608696,69.17391304347827,24.37826086956522,22.217391304347824,26.08695652173913,15.5,2.0,2.34,B,62.8,10.1,B,17.4,B,35.3,B,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M374,49,5.0,117.0,35.0,35.0,35.0,1.0,15.0,14.2,11.0,15.0,2.9,64.3,22.604999999999997,19.7,25.6,12.1,2.0,2.58,B,63.7,6.4,D,17.0,B,37.3,B,3.0,,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M400,216,26.0,618.0,34.0,34.0,39.0,1.0,11.0,11.0,10.0,11.0,7.064516129032258,192.7741935483871,23.61935483870968,16.838709677419356,27.677419354838708,19.1,2.0,2.78,B,65.4,8.1,C,17.1,B,34.2,C,6.0,B,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M407,42,4.0,87.0,26.0,25.0,27.0,3.0,72.0,21.8,20.0,23.0,3.3333333333333335,79.0,23.933333333333334,22.666666666666668,25.0,17.2,2.0,2.68,B,62.4,12.6,A,9.4,F,40.4,B,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M408,69,6.0,190.0,33.7,33.0,34.0,1.0,23.0,21.3,10.0,23.0,3.272727272727273,93.0909090909091,28.477272727272727,25.5,30.727272727272727,18.7,2.0,3.25,A,71.6,9.3,B,19.6,A,42.7,A,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M411,96,14.0,463.0,36.0,34.0,37.0,1.0,20.0,20.0,14.0,20.0,6.1,188.0,30.429999999999996,25.8,35.3,18.8,2.0,3.45,A,74.5,10.0,B,20.0,A,44.5,A,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M412,108,10.0,288.0,36.0,36.0,37.0,1.0,33.0,28.0,16.0,29.0,2.6666666666666665,85.37037037037037,32.474074074074075,30.48148148148148,34.18518518518518,15.6,2.0,3.22,A,74.9,9.3,B,25.0,A,37.6,B,3.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M413,79,7.0,169.0,25.5,24.0,27.0,4.0,86.0,12.4,9.0,15.0,5.833333333333333,107.33333333333333,19.066666666666666,16.5,21.666666666666668,16.1,2.0,2.85,A,76.5,10.4,B,19.4,A,40.7,B,6.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M414,90,7.0,208.0,34.7,34.0,35.0,1.0,21.0,20.5,10.0,21.0,2.7,76.26666666666667,27.733333333333334,25.433333333333334,29.6,15.6,2.0,2.97,A,81.8,6.1,D,20.9,A,48.8,A,6.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M416,122,10.0,284.0,29.3,28.0,33.0,1.0,25.0,23.2,18.0,25.0,5.5,151.64285714285714,27.321428571428566,23.857142857142858,30.714285714285715,16.4,2.0,3.6,A,80.7,11.5,A,22.3,A,46.9,A,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M418,140,10.0,288.0,32.0,32.0,34.0,1.0,25.0,18.7,12.0,21.0,3.4642857142857144,96.35714285714286,27.996428571428574,25.428571428571427,30.035714285714285,15.9,2.0,3.34,A,76.9,11.9,A,19.2,A,42.8,A,3.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M419,47,9.0,154.0,38.0,38.0,39.0,1.0,15.0,15.0,13.0,15.0,2.4642857142857144,59.785714285714285,25.935714285714287,24.714285714285715,26.964285714285715,14.7,2.0,2.24,C,54.0,8.1,C,12.4,C,27.5,D,6.0,C,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M420,250,24.0,814.0,34.5,34.0,35.0,1.0,29.0,17.0,12.0,22.0,7.586206896551724,244.17241379310346,31.924137931034487,30.275862068965516,33.03448275862069,19.7,2.0,2.93,C,49.1,8.3,C,15.4,B,25.4,D,0.0,C,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M425,74,15.0,353.0,36.0,36.0,36.0,1.0,10.0,10.0,10.0,10.0,4.033333333333333,100.13333333333334,23.273333333333333,18.366666666666667,26.5,15.6,2.0,2.38,B,58.1,8.2,C,11.8,C,33.6,C,4.5,C,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M429,31,6.0,147.0,33.0,33.0,33.0,1.0,19.0,19.0,15.0,19.0,2.5,64.75,26.3625,23.625,28.625,14.1,2.0,1.94,C,51.0,8.0,C,7.5,F,35.5,B,0.0,D,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M439,90,13.0,315.0,26.4,25.0,28.0,1.0,22.0,18.5,17.0,20.0,4.125,90.79166666666667,21.504166666666663,19.166666666666668,23.666666666666668,16.2,2.0,3.0,A,96.6,12.9,A,20.0,A,57.7,A,6.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M440,136,12.0,302.0,34.0,34.0,40.0,1.0,10.0,10.0,10.0,10.0,3.1578947368421053,78.8157894736842,22.02631578947368,19.05263157894737,24.44736842105263,15.8,2.0,,,,,,,,,,,,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M449,54,4.0,87.0,26.0,26.0,26.0,1.0,11.0,11.0,11.0,11.0,2.4,49.06666666666667,20.726666666666667,19.2,22.133333333333333,11.5,2.0,2.29,C,53.7,11.6,A,11.3,D,29.3,C,1.5,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M459,31,8.0,180.0,28.0,27.0,30.0,3.0,47.0,15.7,13.0,17.0,3.8,80.13333333333334,21.066666666666666,18.733333333333334,22.933333333333334,14.4,2.0,2.52,A,70.8,13.5,A,14.5,B,42.8,A,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M460,163,33.0,944.0,37.5,34.0,41.0,1.0,10.0,10.0,10.0,10.0,4.743589743589744,128.2051282051282,23.064102564102566,18.743589743589745,25.974358974358974,16.5,2.0,2.18,C,51.6,8.4,C,7.9,F,32.3,C,3.0,C,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M475,804,54.0,1750.0,34.0,34.0,35.0,1.0,34.0,28.1,11.0,32.0,26.875,857.375,31.987500000000004,25.75,33.9375,22.1,2.0,4.03,A,72.2,8.9,B,23.7,A,39.6,B,0.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M489,147,16.0,436.0,34.0,34.0,34.0,1.0,11.0,11.0,11.0,11.0,4.088235294117647,111.58823529411765,26.35882352941176,23.264705882352942,29.0,18.0,2.0,2.79,C,57.2,6.4,D,15.8,B,33.5,C,1.5,B,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M500,31,7.0,206.0,30.0,29.0,33.0,1.0,11.0,10.5,10.0,11.0,2.1904761904761907,52.285714285714285,22.038095238095238,19.714285714285715,24.428571428571427,17.4,2.0,1.95,A,89.3,12.8,A,17.9,A,57.1,A,1.5,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M519,124,12.0,321.0,31.3,29.0,34.0,1.0,27.0,18.6,11.0,27.0,4.466666666666667,111.93333333333334,25.60666666666667,19.466666666666665,31.466666666666665,19.5,2.0,3.18,A,74.0,6.4,D,20.9,A,43.7,A,3.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M520,287,55.0,1504.0,32.5,32.0,35.0,1.0,10.0,10.0,10.0,10.0,10.81578947368421,301.4736842105263,24.76578947368421,20.263157894736842,27.473684210526315,16.2,2.0,2.47,D,42.8,5.7,F,12.1,C,20.5,F,4.5,D,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M529,88,14.0,436.0,31.7,31.0,34.0,1.0,16.0,11.0,10.0,12.0,4.071428571428571,109.60714285714286,24.985714285714284,21.321428571428573,28.0,15.6,2.0,2.48,B,58.5,6.2,D,19.5,A,28.3,C,4.5,C,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M531,32,6.0,137.0,29.5,29.0,31.0,1.0,18.0,15.0,12.0,16.0,2.7142857142857144,61.5,22.25,19.571428571428573,24.642857142857142,15.1,2.0,2.82,A,73.9,9.6,B,17.4,B,43.9,A,3.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M542,31,16.0,475.0,30.6,27.0,33.0,2.0,35.0,15.3,10.0,19.0,5.466666666666667,135.0,23.433333333333334,17.266666666666666,28.266666666666666,14.8,2.0,2.32,A,93.9,12.3,A,20.9,A,51.7,A,9.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M543,74,6.0,154.0,28.0,28.0,29.0,1.0,23.0,18.3,12.0,19.0,2.96,69.16,23.232,21.52,24.92,11.9,2.0,2.38,A,70.3,8.4,C,16.4,B,39.5,B,6.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M545,47,10.0,224.0,27.7,27.0,31.0,1.0,23.0,18.0,11.0,21.0,4.285714285714286,95.07142857142857,22.335714285714285,17.785714285714285,26.285714285714285,11.5,2.0,3.14,A,90.5,9.4,B,25.0,A,53.1,A,3.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M551,54,,,,,,,,,,,,,,,,,2.0,2.2,A,80.1,9.9,B,18.4,A,44.3,A,7.5,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M580,79,16.0,404.0,35.0,35.0,35.0,1.0,10.0,10.0,10.0,10.0,3.56,93.24,26.544,23.96,29.08,14.1,2.0,2.43,C,50.7,10.4,B,12.6,C,26.2,D,1.5,B,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M600,301,28.0,885.0,33.6,33.0,34.0,1.0,10.0,10.0,10.0,10.0,6.407407407407407,195.2962962962963,27.37037037037037,25.037037037037038,28.703703703703702,18.5,2.0,2.74,A,92.4,7.5,C,21.7,A,48.2,A,15.0,A,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M615,61,10.0,245.0,34.0,34.0,34.0,1.0,6.0,5.0,5.0,5.0,3.2,79.53333333333333,23.453333333333333,20.533333333333335,26.433333333333334,15.9,2.0,2.4,C,55.8,6.1,D,7.2,F,38.0,B,4.5,C,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M620,152,57.0,1513.0,32.0,32.0,35.0,1.0,13.0,11.5,10.0,12.0,8.714285714285714,227.4,23.108571428571427,17.742857142857144,26.4,16.8,2.0,2.2,F,36.0,4.3,F,8.4,F,23.3,F,1.5,D,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M625,125,48.0,1182.0,33.0,33.0,40.0,1.0,10.0,10.0,10.0,10.0,12.518518518518519,304.6666666666667,22.63333333333333,15.88888888888889,28.037037037037038,16.4,2.0,2.24,D,41.5,6.6,D,5.6,F,29.3,C,0.0,C,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
M630,212,29.0,764.0,36.2,35.0,65.0,1.0,10.0,10.0,10.0,10.0,6.258064516129032,181.90322580645162,25.803225806451618,22.35483870967742,28.548387096774192,17.7,2.0,2.83,B,61.8,5.4,F,13.1,C,35.8,B,7.5,B,124,70,0.56,54,0.44,0,0,124,100,0,28,0.23,0,0.0,54,0.44,1,0.01,37,0.3,4,0.03,0,0.0,124,100,7,0.06,117,0.94,0,0.0,0,0,124,100,38,0.31,86,0.69,0,0,124,100,89.01,60823
